label,subcarrier_0,subcarrier_1,subcarrier_2,subcarrier_3,subcarrier_4,subcarrier_5,subcarrier_6,subcarrier_7,subcarrier_8,subcarrier_9,subcarrier_10,subcarrier_11,subcarrier_12,subcarrier_13,subcarrier_14,subcarrier_15,subcarrier_16,subcarrier_17,subcarrier_18,subcarrier_19,subcarrier_20,subcarrier_21,subcarrier_22,subcarrier_23,subcarrier_24,subcarrier_25,subcarrier_26,subcarrier_27,subcarrier_28,subcarrier_29,subcarrier_30,subcarrier_31,subcarrier_32,subcarrier_33,subcarrier_34,subcarrier_35,subcarrier_36,subcarrier_37,subcarrier_38,subcarrier_39,subcarrier_40,subcarrier_41,subcarrier_42,subcarrier_43,subcarrier_44,subcarrier_45,subcarrier_46,subcarrier_47,subcarrier_48,subcarrier_49,subcarrier_50
EMPTY,12.662892145253757,12.662909623302223,13.747399712369596,14.809571574487196,15.806452177062882,16.19888430661967,16.325985141672636,17.106019410361828,16.876960660416064,16.547164711762637,16.581767760415797,16.18147575835178,15.31342638355175,14.805386800632478,14.571477124501708,12.61125819482452,11.98945893281229,11.400854564918715,9.618010733700483,8.571297253005888,7.220592934405527,7.614656473334586,6.8652716716096975,7.116215102443455,7.349662160697576,7.279478865768981,7.255801281763071,7.317212436323931,9.37897075483791,9.858797758075596,10.44068737661954,11.074219574673016,12.810395882826828,14.12794255964332,14.65173069557666,14.984056239521198,15.472140455180536,17.128306740317182,15.530186564755876,16.700282245856027,17.173515218523836,16.725791783935765,16.532941870651243,15.589836030823484,15.378919593184609,13.9904329960991,13.327694544731273,11.716126885620127,10.955187359228628,10.908361099776627,9.503844331701698
EMPTY,11.93160181599239,13.135465276098168,13.752048403678154,14.818049066162256,15.382784861972722,16.58494439396917,17.211646016427295,16.54484667605027,16.439530152513438,17.59843583655305,16.824071765389167,16.332595754514195,16.40152694773198,15.451406638986102,14.0032590285066,12.37107828136907,11.983460542134868,10.087261561076009,9.363210325391464,9.303948591471014,7.85068199306131,7.59230790307323,6.6083717319983,7.411782095599534,7.089725740943669,7.1527773038843705,6.930812299150173,8.158663338945084,8.775301233335858,10.032365881401068,9.997065774574114,11.496645440604144,12.349263275755114,14.058967051040254,14.099697508646424,15.679703528668275,15.97276236024082,16.910321559056374,17.32072362712944,16.319352694973272,16.83554709933851,16.025803811946155,16.38795484043386,16.00669693441703,14.402679641585117,14.102330622748386,12.584646654350385,12.401630376405532,11.2148542798529,10.640260852151313,9.777958623357067
EMPTY,11.770061930179272,13.649210663082387,14.016260515081408,14.534653601331174,16.057132069305148,16.24030459343864,17.40863384851302,17.160506842079258,17.091897705333217,17.07427141206497,16.17928267371412,15.56954020460814,14.965222144193543,15.313541215378113,14.087904562610095,12.210043518583973,11.70338344536859,10.493937792164957,9.385242132702214,8.992994821267597,8.420584013928007,8.449137350983232,7.823126055834989,6.555390112623941,7.97454532917737,7.31874286543356,7.7705378407029295,8.796386752634298,9.11038848622882,9.079044179125786,10.74704813115164,10.891826663197351,12.594178844455358,13.691170864315517,14.204648528247596,15.559058891546057,15.77064352980333,16.34815394340037,16.687627168568223,17.056603721560446,17.45744596926772,16.56692826195924,16.865584694439903,15.788279171663582,14.544715866265715,13.838246207234857,13.588220440075652,13.324818182930438,11.540048002224182,10.378151872371213,9.30256876416874
EMPTY,12.207686999348232,13.012518356998443,13.909441114373262,13.894364451503565,15.64340046495874,15.778946822551111,16.202421289607724,16.94150732548252,16.94392208076036,16.88553441336041,16.583971760562566,16.346800320002448,15.752718756337586,14.872337973717627,13.824191077813463,12.993868041788,11.528729412107312,10.545147660057182,10.038692812785133,9.780569006883177,8.18478813694677,7.908365308471409,7.171661683256331,7.576852452048504,7.0649323204939645,6.861731088798295,7.287097171496831,8.135437282558287,8.947384802377258,8.67625647998254,10.692358386776837,11.804349805360925,12.709177225242035,13.66976242119759,15.265556510021122,15.738712750766068,15.513278507922546,16.478176542362775,17.406294417576447,17.15627296182687,18.00996865047551,16.218348513795142,16.892706431821345,15.593933563224278,15.393890061858963,13.314575285285724,13.782752613743709,11.523719575149691,10.803960515778591,10.121812323242755,9.509275796667058
EMPTY,12.25503833238668,12.95553108227219,13.97179050081398,14.740845119052087,14.53942081491554,16.57385520917747,17.542063647677846,17.505768482943875,16.652623974987726,16.336592706324076,16.0323188787224,15.565420677505776,15.686059617130734,14.790346281661126,12.591249260379872,12.5870031685853,12.29610300436674,11.07615042376933,9.564785973639175,9.242752720992623,7.522529743268324,8.068163916668007,7.253306022196984,6.77153924182713,7.065824590270012,6.363725919079003,8.031609486054357,8.047979468153017,8.545961555767704,10.24491740210344,10.873356697857837,11.223526850344925,13.21809082746167,13.66095015119629,14.427507778578812,15.231782019006896,15.5388989334521,17.334548139058555,17.0732382486092,16.349135221601195,16.99420234039836,15.983082808051403,16.05420540705041,17.232146248493535,14.361787905464595,14.49448541845982,13.415500700759424,12.879340181631944,10.85803783097477,10.377852784585963,9.372195522505429
EMPTY,12.322346982857855,13.356899164816411,13.845434054467113,15.601547244314336,15.753949026228431,16.119047260781834,17.113218612811046,17.366878441225747,16.85534703562735,16.963721991516373,17.04791620166282,16.108244688628176,15.394416540513388,14.95737684842177,14.326781269514193,13.076587854355,11.711299274614802,10.10708713230151,9.988425755135614,8.598329429654516,7.999471204841036,6.520139824720932,6.5591226149575155,7.899002746200715,6.805775758989048,8.701292789838154,7.500826437351426,7.78604826204787,8.63247074473177,9.565720932001105,10.568529579173973,11.0431947799033,12.33882157435746,13.831313337510547,13.734234990920015,15.365472436168144,15.865859964179858,15.84846155335326,16.684680984670457,17.678795887081034,16.930132470962555,16.36594652999545,16.39791455170093,15.924704013986275,14.80344707202238,13.343710963720794,13.059602533143766,13.137807679666771,10.41294569825989,9.95162690356267,9.964346412122548
EMPTY,12.056345685854303,12.370226794476771,14.19302141230291,14.652332481991976,17.030851050949483,16.00301338802084,16.601365160589047,17.024477704645136,17.39496813173787,17.192602256760072,17.496879791002016,16.393273974753473,15.421715969461903,14.347024579878054,13.980742154869626,13.45080978216302,12.379724645959795,10.465195572374483,9.68108237169915,9.07420028554996,8.922258105667893,7.793930438474098,6.785422654993931,7.138764788285049,6.430942861797988,7.219602833833412,7.691274697531847,8.160475216075849,8.685669022141678,9.861904945807836,11.404395122306312,11.040671905718265,12.118209821032176,13.372948106855333,15.094537573720388,15.279219823836778,16.676769299015696,16.116669027561024,16.372361221507422,17.685737559839534,16.33823311393703,17.02774254440351,16.790052322590682,15.734651121857254,15.170285949626884,14.658269982144828,13.463948302449436,12.191940934858074,11.173441404333843,10.415673465859728,8.820380375558774
EMPTY,12.035817957378644,13.430157076473977,12.68652693752628,14.608146909034598,15.49510197734776,16.1028793527392,16.616681794410464,17.172344639800603,16.71951266686631,17.41525839462466,16.710128223310072,15.81324554449189,15.307122723185904,14.05242405519117,12.94753764545982,12.435725796422522,11.359040207861351,10.8754543245027,10.466438952654084,9.31909489962599,7.874690729211805,7.293391991873494,7.573348217663991,7.648042694496342,6.701918714649345,6.959127864292575,7.592301851616262,7.674317058021612,9.135717715653708,9.52811064678264,11.068889762345163,12.335775221747742,12.530593337699536,14.182488688958204,14.104358467427554,15.877948499673796,16.063090837304802,15.342479512987335,17.20496764629238,16.794218189113632,16.549345855946825,17.10761187239492,16.096440834520287,15.163051276636242,15.522006938520134,14.342633758906924,12.860538675977322,13.1283092671164,11.191422978439174,10.45717548668068,9.217687378132709
EMPTY,11.936366840430928,13.242336255592075,13.758648989582976,14.78708264717584,15.566793742326665,16.22178633492886,16.146927606984104,16.47570019060016,17.522979026309557,17.17056974454324,16.57308915473692,15.635452177537667,15.815415067711603,14.01136830490078,13.78378082037386,12.80954770441456,11.382433238671377,10.51708657241076,10.02897259014008,9.206553958397818,8.002034267844156,7.074048322132612,8.152060046688502,7.505621619276145,7.640727419765765,7.709841283813416,7.870404164368613,7.7100783939344835,9.516306567886172,9.23197891066603,10.144118139048098,10.763499366799548,12.048916547058774,13.385524172191149,13.858315275360324,14.76522269208652,16.36913088884175,16.874926024402008,16.648938071462304,17.335861095045065,17.56915909770385,16.436408220250893,15.876850255051767,15.117028281106364,14.49890802677583,13.63606271005422,13.382799468685509,11.96480827774789,11.322975748802342,10.300239942343367,9.455680742774726
EMPTY,12.064596913378288,12.810265297590194,14.18496613547144,15.539238483583548,15.53019335313052,16.13237884574309,16.548926077441436,17.15420212998905,16.933213757166207,16.846493954899593,16.52054268909423,16.23074197853816,14.664008204845064,13.485748113329183,13.226197027141092,12.852814331767272,11.79135232190221,11.090403833819972,9.463601226835443,8.648351432647155,8.550471112129008,8.04828510309713,6.347310510376361,8.023176643422508,6.809543439711035,7.257881826832317,8.14319258112083,8.6916020554782,9.181244855558145,9.981202356090307,10.563832855432794,11.613357002131966,12.83679212089314,14.016891240367226,14.871954358568525,15.881307796821094,15.674883532357514,16.222459097561686,16.355991524409394,16.48637508961143,16.45795567059688,16.139987480931698,16.377647393538894,15.904694708716844,14.733970658515574,14.17488129871873,12.815788967626686,12.32842738936492,12.061958470529348,9.270190327946278,8.745274151521667
EMPTY,11.551911221221625,12.55346527646369,14.111983962496485,14.644799003785089,15.9261843571025,17.335503907795946,16.755017184656296,16.8412453674853,17.899812478503538,16.54128471134977,16.198476549907404,16.92337398972476,14.29162381594745,14.614781373520612,13.806106252972857,12.862536087481269,12.179969603903825,11.32500743559,10.106386976143629,10.40168905805292,8.076123306041456,7.682488130535375,7.781817961804187,6.62157523296901,7.2495657620535265,6.735494319485858,7.42293078418827,8.661837307135439,9.030292894390628,10.154665724118727,10.18856484632047,11.779219583549644,12.34379028296341,12.433763985016906,13.8065539138856,15.858788118065553,15.892405240907802,17.060498043958635,16.675113192523693,16.814091565890703,16.369757583023706,16.69423302314962,17.480614201047537,16.50789932899627,14.8519822142439,14.118384155149473,13.070252878211264,12.439160183514296,11.146583237363588,10.704774964143706,9.610832013399474
EMPTY,12.323452299286505,14.164887045894538,14.582001751585375,13.948151983679615,15.934286802344577,16.247802367949184,16.365153893823283,17.275266895858927,17.43711876119487,17.223381218147924,16.75760013692382,15.688010802995802,16.552891875610953,15.592147343535084,13.490223991170378,12.069582724606732,11.33557394465925,10.816977262294742,10.025534197864284,8.585500637170039,7.996318812928449,8.471100558360096,7.79115985644127,7.330661455041931,7.648541375177173,7.714590133035136,7.340081901486731,7.705085878408802,9.24768247717866,9.844015732832425,10.86496069837962,11.684286776016451,12.063726079285418,13.175702045606268,14.88964076621492,15.159418484129292,15.683772634019848,16.80826764508388,17.4413901461473,16.024708455936672,15.856989171561985,16.54447641271306,16.16519731277432,14.523349772939238,14.772534579633048,13.935689911042058,13.93796375871108,11.664277566819246,12.541633871584157,9.981427839172262,9.382880741689547
EMPTY,12.114711089497431,13.671137749355216,13.687530988740624,15.11149629182343,14.762781677359076,16.63365537983641,17.174537703978714,16.627181366556105,17.47493388493091,17.025632925125443,16.089401154215537,15.687195517455988,15.761229184473038,14.834896402465567,14.279101478106265,13.424955181327183,11.65933435059243,11.3860868598404,9.972422197692095,8.866846241507254,8.595926376030599,7.930262926143037,7.083155815115121,6.778550191636291,6.718593544383777,7.108033552860627,7.990430018999746,8.352819991361422,9.492755810437508,9.293957870760382,11.689688872867036,10.98097428888534,12.933565808603143,14.0340135588571,14.550171740664362,14.985855253090312,15.381171949634496,16.13314042071849,16.460378317519925,16.752845916987614,16.913502695881466,16.535533139330557,15.380458859595649,15.323750474578135,14.52683536904983,14.258489317164184,13.608429296966642,12.125023746677094,11.447019043456658,11.062131693097006,9.73877575950261
EMPTY,12.099442086913257,12.58290262062906,13.63544972154982,13.86062881518518,14.269370336820918,16.308405029927602,15.75315662735991,18.267181198751977,17.34537105432992,17.122079410953074,15.8450862323344,15.516966792267857,16.382664236999616,14.654558802077974,13.53973818707964,12.454918766291325,12.250322955414532,10.395810780884908,9.184660383987874,8.176098701514222,7.432092365597589,7.961811940764896,7.693779518313337,6.657812092807689,7.325013625289315,7.11081853333921,6.533146231810894,8.68132526618023,9.3049493166818,10.62323298434657,10.381298868000016,11.623713061641396,12.947823778604524,13.361924036281115,15.234624675685671,15.4234642114243,15.742667527058003,16.931416423050262,16.986612940098713,16.609917601731702,17.08642658382263,15.869261232510246,15.725357541558257,15.207394707931032,15.275893547948527,14.16793472003525,12.523910418370994,12.042692043211131,12.099529825456951,10.247232773140112,8.782733395155182
EMPTY,11.772215635792476,12.469108383502236,14.067244597828532,15.706778638850055,15.677000844194268,16.623421842708158,16.665444423827623,17.04027471595148,17.079155288820438,17.818800705446698,15.810604599342264,15.43017654895428,15.10658049577628,13.709790395287447,14.087402009876897,12.427873234088592,11.853771218988392,10.52931222873628,9.705927623780171,9.187109166050575,9.316909569190916,7.269264651958554,7.957384224908026,6.700256572533462,7.660311042269464,7.477055186515662,7.250140812702364,8.854186076776777,9.0913116554949,9.870741341196736,11.213000919760248,12.19399401838578,13.21336224102575,13.351711482840695,14.116759017476916,14.677611270782185,16.469039682236854,16.266484347124184,16.09200364779401,17.119969804960892,17.66464936952948,17.050483572074345,16.01809207409029,16.48936564740748,15.186630497555912,13.742794673509188,13.196488576934346,11.717300694239244,11.01192081586218,9.495512870145266,8.284391996059554
EMPTY,11.713370894909511,12.646667295066653,13.972740595362628,14.811808700420576,15.947386773237298,17.271680417241782,16.047970831660574,17.046578950733174,16.529560582463606,16.596626301563784,16.077397623277683,16.124887913738856,15.77133817435242,14.19456405827409,14.209529982397116,12.996505694475822,11.29165065828598,10.331042914882088,10.724171703485585,9.169271157207785,8.983684506719538,7.576346867683553,7.072121477947996,7.381689064515212,6.420962665844137,7.110146178548169,6.921515882782254,8.085165982455036,10.91734157695204,9.801863518429196,10.84662971362663,11.311843026840316,12.714182415662902,14.448299426888228,15.231598352102704,14.819326385675677,15.816607300819816,16.563006652089957,15.79398960937646,17.52546351528969,16.696196206307953,15.414111595207451,15.991068235777025,15.237882397622228,14.738887997420392,14.162664798125189,13.512468761635764,10.972810320048133,10.598112891123286,10.507860631952129,8.702095697671002
EMPTY,13.305825236978189,13.0034628446343,13.152898779429998,14.712892983856852,15.410073655863634,15.790629736073392,16.61400303066045,17.13961115731632,16.827984370597182,16.74960054831813,16.225607135222273,15.589504574684776,14.698587705687096,14.40183294607788,12.310559506818697,13.057607908224352,11.789563595092671,9.139278410544335,9.858812022867344,9.44096322384982,7.691068525919096,7.759015717599971,8.139354215977304,6.729096188200876,7.611513760701921,6.807177223258046,7.477495674267797,7.647409930321222,9.122390840135983,9.793057306262314,10.596621826144569,11.545002538822873,12.254283249649369,13.579421934984188,13.986579617504406,15.49004052461207,16.590298719924558,15.579113805660068,17.08773027831474,16.774206132375344,16.33990853968393,16.721225548652352,16.103819320729922,14.943469960216827,13.875755541425615,14.074150385409048,13.68533772653002,11.789515690271644,9.847698155772497,10.260710854594798,9.136691797243786
EMPTY,11.987776890952382,13.04831551084948,14.469463225906376,15.730271958948808,15.21398447708367,16.499711790911142,17.175300859384954,17.37868480211453,17.35410691855458,17.219739743276538,16.944557150311752,16.68433304072578,15.57592833101664,14.903259120512503,13.113872655937229,13.493770140900024,11.825519227568726,10.15033335692274,9.255230484021208,9.396524730163769,9.211728091447146,7.524479510257086,7.746402340144388,7.535497517161218,6.488054988681904,7.129227077375149,8.577657357302398,8.312975566396545,9.866238600532933,9.925768393399892,10.758272802080512,10.5992127805195,11.784410150769698,12.704498725666651,14.951534608288814,14.934334215207196,16.211017679508778,16.906068102385476,17.70116254893201,16.672819088092673,16.655296661634637,16.0586923952917,15.790581684222753,15.7318287829157,15.709127070921909,14.09448105351402,14.238772679139531,11.379554346754656,11.35228274045257,9.42586078365482,10.252137764591067
EMPTY,10.82634074655657,12.378360474563452,12.98718227693441,14.876933526640835,15.642662839547514,17.388305087082458,16.487191586744057,16.91702801570702,16.758858146875475,17.04636833289622,16.712345792276682,16.217521752245556,16.69573980302144,14.204191569868923,13.06561117311962,13.388982799740774,12.213094468475363,10.388636989937522,9.996789753569102,8.384119251909558,8.114667583795903,7.967907375339962,7.080009256490621,6.950646147810821,7.006223549077519,7.965150883194396,6.839370256866366,8.04989491867615,8.895471385714908,10.271964830547022,10.74167239857844,11.629114291716045,13.845758236179028,13.203930191273598,14.646326614294525,14.570704085730458,15.782665809201172,15.911806631872942,17.78348011670215,16.590345336162855,17.07464138408558,17.060873679389026,15.89807081850292,15.459820812624232,14.840522604450136,13.449424102062,13.117373945981903,11.802262819781827,11.811017532007863,10.97426040138456,8.672365274077137
EMPTY,11.609238209271773,13.057656249604292,14.437240171933723,14.386475672574296,15.325644006036176,17.017784230995247,16.646835688481573,16.623733230896413,16.852549456726425,16.8821830412455,16.333826462051725,16.49101515756161,15.146183374157022,14.755589820117976,13.49587253878324,12.56226304428894,12.008683602413482,11.05379121905072,9.959328566112374,8.494587811379391,7.761034725294139,7.64725217514166,7.891126063242819,7.4752049838538,6.818117066689052,7.968126578967895,7.559656569631239,6.90896033188446,8.86296963180826,9.979029644492927,10.827270929872002,12.03497007664332,12.781742271062289,13.595119067464948,14.51668913943472,14.22807723577722,15.291772565480947,17.047417463376277,17.963838093825075,15.739728843983976,17.702275257549005,16.269899357702624,15.521903411690626,15.774108341999778,14.0814598127129,13.311793554763296,13.29159655604132,11.880532305327211,10.74994912137449,9.99457009601756,9.004120866481784
EMPTY,12.23597179679776,13.458457921024662,14.323184381626689,14.27105608628706,15.893719849535838,15.767423906543726,16.463092401273535,17.32822159740268,16.5852334929927,17.095963871542324,16.518877134206228,15.655486638093691,15.604206385516092,14.861972156139,13.76498666808578,12.702931901290528,12.190362725197742,10.961447126564355,9.931749685866968,8.76269818926058,7.921295793384735,7.911020965969051,7.26133790731265,6.808368447048372,7.318039193770391,6.789517918722632,7.197501055103274,8.261862755695345,8.51989810054984,9.864859592613632,10.0485782258475,11.826739491611916,13.051689456847676,13.636290563104485,13.90790790708454,15.849335845210486,16.216733845107928,16.333949596187477,16.489565522530985,17.55001738592047,17.346344684021943,16.087783699082987,15.98389240858573,16.358483209924298,15.008852731187638,12.99271897443019,13.461825268131218,12.387699904193347,12.496729513525866,10.400146173424943,10.165540397038034
